"","exposure","id","outcome","nsnp","b","se","pval","what"
"810","ALS","ebi-a-GCST005647","PSME2",6,-0.0017736101004687,0.0280736285181812,0.949625489421247,"All"
"811","ALS","ebi-a-GCST005647","PSME2",6,-0.0017736101004687,0.0280736285181812,0.949625489421247,"Outliers removed"
"812","ALS","ebi-a-GCST005647","PSMG3",6,-0.0167831243084736,0.0277577224169191,0.545425524638386,"All"
"813","ALS","ebi-a-GCST005647","PSMG3",6,-0.0167831243084736,0.0277577224169191,0.545425524638386,"Outliers removed"
"814","ALS","ebi-a-GCST005647","PTPN1",6,-0.0342801161546169,0.0354693875771492,0.333808809827727,"All"
"815","ALS","ebi-a-GCST005647","PTPN1",6,-0.0342801161546169,0.0354693875771492,0.333808809827727,"Outliers removed"
"816","ALS","ebi-a-GCST005647","PXN",6,-0.0371825331448986,0.026501723661824,0.160609920768766,"All"
"817","ALS","ebi-a-GCST005647","PXN",6,-0.0371825331448986,0.026501723661824,0.160609920768766,"Outliers removed"
"818","ALS","ebi-a-GCST005647","RBKS",6,-0.020956264161616,0.0276605159634,0.448676250840426,"All"
"819","ALS","ebi-a-GCST005647","RBKS",6,-0.020956264161616,0.0276605159634,0.448676250840426,"Outliers removed"
"820","ALS","ebi-a-GCST005647","RCOR1",6,-0.024050669547378,0.0296114443923276,0.416671950407109,"All"
"821","ALS","ebi-a-GCST005647","RCOR1",6,-0.024050669547378,0.0296114443923276,0.416671950407109,"Outliers removed"
"822","ALS","ebi-a-GCST005647","SCG2",6,-0.0165260427337066,0.0286992008363053,0.564725808873496,"All"
"823","ALS","ebi-a-GCST005647","SCG2",6,-0.0165260427337066,0.0286992008363053,0.564725808873496,"Outliers removed"
"824","ALS","ebi-a-GCST005647","SPINK6",6,-0.0284866087696731,0.0399978891228449,0.476339201138269,"All"
"825","ALS","ebi-a-GCST005647","SPINK6",6,-0.0284866087696731,0.0399978891228449,0.476339201138269,"Outliers removed"
"826","ALS","ebi-a-GCST005647","SRP14",6,-0.0438846215061808,0.0350686399068134,0.210791431397568,"All"
"827","ALS","ebi-a-GCST005647","SRP14",6,-0.0438846215061808,0.0350686399068134,0.210791431397568,"Outliers removed"
"828","ALS","ebi-a-GCST005647","STIP1",6,-0.019700554811747,0.0285643942695921,0.490389646262298,"All"
"829","ALS","ebi-a-GCST005647","STIP1",6,-0.019700554811747,0.0285643942695921,0.490389646262298,"Outliers removed"
"830","ALS","ebi-a-GCST005647","STX4",6,-0.0212413257408536,0.0315530724596752,0.500824146394093,"All"
"831","ALS","ebi-a-GCST005647","STX4",6,-0.0212413257408536,0.0315530724596752,0.500824146394093,"Outliers removed"
"832","ALS","ebi-a-GCST005647","UBAC1",6,0.0067142983902139,0.0280137724422967,0.810579519421798,"All"
"833","ALS","ebi-a-GCST005647","UBAC1",6,0.0067142983902139,0.0280137724422967,0.810579519421798,"Outliers removed"
"834","ALS","ebi-a-GCST005647","ZBTB17",6,0.000602264350326274,0.0289380182845571,0.983395451149953,"All"
"835","ALS","ebi-a-GCST005647","ZBTB17",6,0.000602264350326274,0.0289380182845571,0.983395451149953,"Outliers removed"
"836","Stroke","ebi-a-GCST005838","ACP5",2,-0.0615902260738201,0.136723970326715,0.652370636422766,"All"
"837","Stroke","ebi-a-GCST005838","ACP5",2,-0.0615902260738201,0.136723970326715,0.652370636422766,"Outliers removed"
"838","Stroke","ebi-a-GCST005838","ACVRL1",17,-0.0218198990096948,0.0509016826298526,0.66816518721059,"All"
"839","Stroke","ebi-a-GCST005838","ACVRL1",16,-0.0547965746044364,0.0463158911462061,0.236767432040159,"Outliers removed"
"840","Stroke","ebi-a-GCST005838","ACY1",17,0.0442899367875134,0.0522296968281252,0.396446992828336,"All"
"841","Stroke","ebi-a-GCST005838","ACY1",16,-0.000979613565272436,0.0404297464031757,0.980669132631966,"Outliers removed"
"842","Stroke","ebi-a-GCST005838","ADA2",17,0.115034615851941,0.157833031151585,0.466101131743349,"All"
"843","Stroke","ebi-a-GCST005838","ADA2",13,-0.017554469964562,0.0442662135894028,0.691687617233842,"Outliers removed"
"844","Stroke","ebi-a-GCST005838","ADAM8",17,0.0758368556771917,0.136489958189836,0.578469127712003,"All"
"845","Stroke","ebi-a-GCST005838","ADAM8",13,-0.00967294539011775,0.0450201970829851,0.829878102510306,"Outliers removed"
"846","Stroke","ebi-a-GCST005838","ADAMTS15",17,-0.0443955737014581,0.0358358334331649,0.215397420601477,"All"
"847","Stroke","ebi-a-GCST005838","ADAMTS15",17,-0.0443955737014581,0.0358358334331649,0.215397420601477,"Outliers removed"
"848","Stroke","ebi-a-GCST005838","ADGRG1",2,0.67488670887493,0.737417206383464,0.360084878304667,"All"
"849","Stroke","ebi-a-GCST005838","ADGRG2",17,-0.0978240790166085,0.0534862321174168,0.0674058810380585,"All"
"850","Stroke","ebi-a-GCST005838","ADGRG2",16,-0.0740449922359545,0.0478966742511292,0.122121037588487,"Outliers removed"
"851","Stroke","ebi-a-GCST005838","ADH4",17,0.0699707737444437,0.0400170633173745,0.0803734280681804,"All"
"852","Stroke","ebi-a-GCST005838","ADH4",17,0.0699707737444437,0.0400170633173745,0.0803734280681804,"Outliers removed"
"853","Stroke","ebi-a-GCST005838","ADM",17,0.0693107830598108,0.0517624261350352,0.180565047473746,"All"
"854","Stroke","ebi-a-GCST005838","ADM",16,0.0272249572063747,0.0423148003039569,0.519970490444287,"Outliers removed"
"855","Stroke","ebi-a-GCST005838","AGER",2,-0.450890632439606,0.239948823969487,0.0602292486472368,"All"
"856","Stroke","ebi-a-GCST005838","AGER",2,-0.450890632439606,0.239948823969487,0.0602292486472368,"Outliers removed"
"857","Stroke","ebi-a-GCST005838","AGRN",17,0.0103350522203892,0.0369232970823285,0.779549627409626,"All"
"858","Stroke","ebi-a-GCST005838","AGRN",17,0.0103350522203892,0.0369232970823285,0.779549627409626,"Outliers removed"
"859","Stroke","ebi-a-GCST005838","AGXT",17,0.0474044788482207,0.0415844808293777,0.254304628464006,"All"
"860","Stroke","ebi-a-GCST005838","AGXT",17,0.0474044788482207,0.0415844808293777,0.254304628464006,"Outliers removed"
"861","Stroke","ebi-a-GCST005838","AIFM1",2,0.277532814593574,0.224878862564797,0.217149390067214,"All"
"862","Stroke","ebi-a-GCST005838","AIFM1",2,0.277532814593574,0.224878862564797,0.217149390067214,"Outliers removed"
"863","Stroke","ebi-a-GCST005838","ALDH1A1",2,0.269731314052644,0.0881993817801482,0.00222671206618132,"All"
"864","Stroke","ebi-a-GCST005838","ALDH1A1",2,0.269731314052644,0.0881993817801482,0.00222671206618132,"Outliers removed"
"865","Stroke","ebi-a-GCST005838","AMBP",2,-0.192873546016391,0.250089196169981,0.440577119330302,"All"
"866","Stroke","ebi-a-GCST005838","AMBP",2,-0.192873546016391,0.250089196169981,0.440577119330302,"Outliers removed"
"867","Stroke","ebi-a-GCST005838","ANG",17,0.0274059447807924,0.0368784102531818,0.45739490577169,"All"
"868","Stroke","ebi-a-GCST005838","ANG",17,0.0274059447807924,0.0368784102531818,0.45739490577169,"Outliers removed"
"869","Stroke","ebi-a-GCST005838","ANGPTL2",17,0.0490735421258826,0.058843805060898,0.404301968839637,"All"
"870","Stroke","ebi-a-GCST005838","ANGPTL2",15,-0.027596055235346,0.0376248110102626,0.463281783147104,"Outliers removed"
"871","Stroke","ebi-a-GCST005838","ANXA10",17,0.0296378626798529,0.0386474165490554,0.44315391397001,"All"
"872","Stroke","ebi-a-GCST005838","ANXA10",17,0.0296378626798529,0.0386474165490554,0.44315391397001,"Outliers removed"
"873","Stroke","ebi-a-GCST005838","APOM",2,-0.326123530561649,0.159760492428076,0.0412182580791962,"All"
"874","Stroke","ebi-a-GCST005838","APOM",2,-0.326123530561649,0.159760492428076,0.0412182580791962,"Outliers removed"
"875","Stroke","ebi-a-GCST005838","ASAH2",2,-0.310151009564188,0.188817601302493,0.100466578604005,"All"
"876","Stroke","ebi-a-GCST005838","ASAH2",2,-0.310151009564188,0.188817601302493,0.100466578604005,"Outliers removed"
"877","Stroke","ebi-a-GCST005838","ASGR1",17,0.0198174916818754,0.0351763713662377,0.573179490034171,"All"
"878","Stroke","ebi-a-GCST005838","ASGR1",17,0.0198174916818754,0.0351763713662377,0.573179490034171,"Outliers removed"
"879","Stroke","ebi-a-GCST005838","BAIAP2",2,0.0131698762088764,0.0934961914133328,0.887980519682265,"All"
"880","Stroke","ebi-a-GCST005838","BAIAP2",2,0.0131698762088764,0.0934961914133328,0.887980519682265,"Outliers removed"
"881","Stroke","ebi-a-GCST005838","BCAM",17,-0.0191496985759626,0.0334522532766318,0.567018037423875,"All"
"882","Stroke","ebi-a-GCST005838","BCAM",17,-0.0191496985759626,0.0334522532766318,0.567018037423875,"Outliers removed"
"883","Stroke","ebi-a-GCST005838","BSG",17,-0.00696063867109464,0.0350979083869445,0.842794225922205,"All"
"884","Stroke","ebi-a-GCST005838","BSG",17,-0.00696063867109464,0.0350979083869445,0.842794225922205,"Outliers removed"
"885","Stroke","ebi-a-GCST005838","BST1",17,0.0361834283751017,0.0330736973919616,0.273944324300736,"All"
"886","Stroke","ebi-a-GCST005838","BST1",16,0.00203373197755865,0.0247128382060386,0.934412485676637,"Outliers removed"
"887","Stroke","ebi-a-GCST005838","BST2",17,0.0551008832801337,0.0501164270199949,0.271568547073487,"All"
"888","Stroke","ebi-a-GCST005838","BST2",16,0.0134671919734424,0.0402787946594819,0.738115895840305,"Outliers removed"
"889","Stroke","ebi-a-GCST005838","BTN2A1",17,0.0301382929928664,0.0539417330538905,0.576353233845768,"All"
"890","Stroke","ebi-a-GCST005838","BTN2A1",16,-0.0135765022884975,0.0443498253608365,0.7595109845403,"Outliers removed"
"891","Stroke","ebi-a-GCST005838","BTN3A2",2,0.738639539955794,0.62391168028091,0.236458677311035,"All"
"892","Stroke","ebi-a-GCST005838","C19orf12",2,0.238543264089091,0.111396646281168,0.0322428902258745,"All"
"893","Stroke","ebi-a-GCST005838","C19orf12",2,0.238543264089091,0.111396646281168,0.0322428902258745,"Outliers removed"
"894","Stroke","ebi-a-GCST005838","CA4",17,0.00333322330993999,0.0554220472576986,0.952042100392789,"All"
"895","Stroke","ebi-a-GCST005838","CA4",16,-0.0372917067019457,0.0484105803343945,0.441109256790622,"Outliers removed"
"896","Stroke","ebi-a-GCST005838","CA5A",17,0.0604662682557756,0.0399207209155193,0.129858852050854,"All"
"897","Stroke","ebi-a-GCST005838","CA5A",16,0.0247753006807919,0.0326676754737475,0.448209073673515,"Outliers removed"
"898","Stroke","ebi-a-GCST005838","CALB2",17,-0.0293879791213147,0.0357610883879853,0.411198427022998,"All"
"899","Stroke","ebi-a-GCST005838","CALB2",17,-0.0293879791213147,0.0357610883879853,0.411198427022998,"Outliers removed"
"900","Stroke","ebi-a-GCST005838","CALCA",17,-0.00832817836970357,0.0403226075016417,0.836370149047411,"All"
"901","Stroke","ebi-a-GCST005838","CALCA",17,-0.00832817836970357,0.0403226075016417,0.836370149047411,"Outliers removed"
"902","Stroke","ebi-a-GCST005838","CCDC80",17,-0.0168866971230988,0.0489805111231619,0.730272103538612,"All"
"903","Stroke","ebi-a-GCST005838","CCDC80",16,0.0283138537276717,0.0354548983268932,0.424529390890783,"Outliers removed"
"904","Stroke","ebi-a-GCST005838","CCL16",17,0.00544098531543853,0.0283667072817526,0.847891943538517,"All"
"905","Stroke","ebi-a-GCST005838","CCL16",17,0.00544098531543853,0.0283667072817526,0.847891943538517,"Outliers removed"
"906","Stroke","ebi-a-GCST005838","CCL19",17,0.0813514623817842,0.0863312097770849,0.346029799239933,"All"
"907","Stroke","ebi-a-GCST005838","CCL19",13,0.0781120252696646,0.0411924870287272,0.057924518282926,"Outliers removed"
"908","Stroke","ebi-a-GCST005838","CCL20",17,0.0220907292866357,0.0488435745651447,0.651070860104143,"All"
"909","Stroke","ebi-a-GCST005838","CCL20",17,0.0220907292866357,0.0488435745651447,0.651070860104143,"Outliers removed"
"910","Stroke","ebi-a-GCST005838","CCL21",17,0.0801534413422143,0.102594327536854,0.434646169189984,"All"
"911","Stroke","ebi-a-GCST005838","CCL21",14,0.0108100308613109,0.0443756923831567,0.807538669949356,"Outliers removed"
"912","Stroke","ebi-a-GCST005838","CCL22",17,0.113754812574034,0.0769941695685596,0.139555828488113,"All"
"913","Stroke","ebi-a-GCST005838","CCL22",16,0.0359941335824502,0.0484757348883342,0.457773201943426,"Outliers removed"
"914","Stroke","ebi-a-GCST005838","CCL23",2,0.289004135112052,0.173151443876284,0.095100927635432,"All"
"915","Stroke","ebi-a-GCST005838","CCL23",2,0.289004135112052,0.173151443876284,0.095100927635432,"Outliers removed"
"916","Stroke","ebi-a-GCST005838","CCL3",17,0.0898790382982558,0.0955106783356099,0.346686134070321,"All"
"917","Stroke","ebi-a-GCST005838","CCL3",14,0.03433382496783,0.0419752302559072,0.413383216318752,"Outliers removed"
"918","Stroke","ebi-a-GCST005838","CCL7",17,0.0402209686869136,0.0561877509342931,0.474095326318737,"All"
"919","Stroke","ebi-a-GCST005838","CCL7",16,0.00477834537905496,0.0524105216253969,0.927356327801448,"Outliers removed"
"920","Stroke","ebi-a-GCST005838","CCN1",2,0.0866972352187414,0.0895281443294715,0.332854786907373,"All"
"921","Stroke","ebi-a-GCST005838","CCN1",2,0.0866972352187414,0.0895281443294715,0.332854786907373,"Outliers removed"
"922","Stroke","ebi-a-GCST005838","CCN3",17,-0.0387252294789228,0.05608672889049,0.489909589306863,"All"
"923","Stroke","ebi-a-GCST005838","CCN3",16,0.00509972288945835,0.0471200647132412,0.913814623756386,"Outliers removed"
"924","Stroke","ebi-a-GCST005838","CCN5",2,-0.0499770814207968,0.100730416480153,0.619790788846801,"All"
"925","Stroke","ebi-a-GCST005838","CCN5",2,-0.0499770814207968,0.100730416480153,0.619790788846801,"Outliers removed"
"926","Stroke","ebi-a-GCST005838","CD160",17,0.18268100836698,0.167911883124924,0.276613828607373,"All"
"927","Stroke","ebi-a-GCST005838","CD160",12,0.0616056494125781,0.0416964883431739,0.139547517824809,"Outliers removed"
"928","Stroke","ebi-a-GCST005838","CD163",17,0.0751103852257091,0.0988462598732497,0.447331825407611,"All"
"929","Stroke","ebi-a-GCST005838","CD163",16,-0.0386945013412604,0.0394405379466876,0.326551062223099,"Outliers removed"
"930","Stroke","ebi-a-GCST005838","CD1C",17,0.0659079219806654,0.144435937382355,0.64816528493476,"All"
"931","Stroke","ebi-a-GCST005838","CD1C",15,-0.0370400731128732,0.0522454992127506,0.47834806440447,"Outliers removed"
"932","Stroke","ebi-a-GCST005838","CD22",17,0.0293574575934662,0.0744864350215621,0.693483884073062,"All"
"933","Stroke","ebi-a-GCST005838","CD22",14,0.00671753186896001,0.0387595820393901,0.862405559369317,"Outliers removed"
"934","Stroke","ebi-a-GCST005838","CD27",17,0.0682633233117095,0.100393381972694,0.496530802219793,"All"
"935","Stroke","ebi-a-GCST005838","CD27",14,0.0284327906075983,0.0401933902693273,0.47931814820243,"Outliers removed"
"936","Stroke","ebi-a-GCST005838","CD28",17,0.109918164904723,0.114080307906151,0.335288801554768,"All"
"937","Stroke","ebi-a-GCST005838","CD28",15,-0.00296060997415734,0.0412783701434465,0.942822324329506,"Outliers removed"
"938","Stroke","ebi-a-GCST005838","CD300E",17,0.122131332701899,0.120163334574176,0.309449564312756,"All"
"939","Stroke","ebi-a-GCST005838","CD300E",14,0.0329341840376652,0.0481893583605104,0.49433345329341,"Outliers removed"
"940","Stroke","ebi-a-GCST005838","CD302",17,0.0221269908138839,0.0462265109581258,0.632177308267444,"All"
"941","Stroke","ebi-a-GCST005838","CD302",16,-0.0176127667787977,0.0360824867031845,0.625461246089961,"Outliers removed"
"942","Stroke","ebi-a-GCST005838","CD34",17,-0.090254991895296,0.0597950185852509,0.131194923720892,"All"
"943","Stroke","ebi-a-GCST005838","CD34",14,-0.0482641965867441,0.0389052200733722,0.21476893699529,"Outliers removed"
"944","Stroke","ebi-a-GCST005838","CD38",17,0.0731437569360988,0.0756287347792708,0.333472846229038,"All"
"945","Stroke","ebi-a-GCST005838","CD38",15,0.0115488219740356,0.0301106316705159,0.701314732673876,"Outliers removed"
"946","Stroke","ebi-a-GCST005838","CD4",17,0.0940364136348574,0.103326822537869,0.362776549796331,"All"
"947","Stroke","ebi-a-GCST005838","CD4",16,-0.0288676496268016,0.0360962331749141,0.423860680103244,"Outliers removed"
"948","Stroke","ebi-a-GCST005838","CD48",17,0.142511187662262,0.171905588987972,0.407099619853901,"All"
"949","Stroke","ebi-a-GCST005838","CD48",11,0.0408679589362073,0.044897037827288,0.362685628021008,"Outliers removed"
"950","Stroke","ebi-a-GCST005838","CD5",17,0.194788500309746,0.175132042042031,0.26603586255226,"All"
"951","Stroke","ebi-a-GCST005838","CD5",11,0.080829204226796,0.0435983171917451,0.0637459720949825,"Outliers removed"
"952","Stroke","ebi-a-GCST005838","CD59",17,0.0197356873482553,0.0424755307960469,0.642191698386479,"All"
"953","Stroke","ebi-a-GCST005838","CD59",17,0.0197356873482553,0.0424755307960469,0.642191698386479,"Outliers removed"
"954","Stroke","ebi-a-GCST005838","CD6",17,0.103961527786555,0.126688649701088,0.411870451402135,"All"
"955","Stroke","ebi-a-GCST005838","CD6",13,0.00381973500140814,0.0337573933752857,0.909909616892501,"Outliers removed"
"956","Stroke","ebi-a-GCST005838","CD83",17,0.143956772051878,0.133676608171614,0.281523496824786,"All"
"957","Stroke","ebi-a-GCST005838","CD83",15,0.000215904493107238,0.0374281295747413,0.995397421451804,"Outliers removed"
"958","Stroke","ebi-a-GCST005838","CD8A",17,0.0502463757118351,0.083509744083717,0.547385308753604,"All"
"959","Stroke","ebi-a-GCST005838","CD8A",16,-0.0444153641549139,0.0372834345291899,0.233539953681247,"Outliers removed"
"960","Stroke","ebi-a-GCST005838","CD93",2,-0.262971611133949,0.33242429685892,0.428901875962484,"All"
"961","Stroke","ebi-a-GCST005838","CDCP1",17,0.0116720132261806,0.0616708203137229,0.849886581578879,"All"
"962","Stroke","ebi-a-GCST005838","CDCP1",16,-0.0596293778346245,0.0320058786666697,0.062451603195302,"Outliers removed"
"963","Stroke","ebi-a-GCST005838","CDH6",2,0.147047572703441,0.104197582217661,0.158174490882264,"All"
"964","Stroke","ebi-a-GCST005838","CDH6",2,0.147047572703441,0.104197582217661,0.158174490882264,"Outliers removed"
"965","Stroke","ebi-a-GCST005838","CDHR2",17,0.0255012716180403,0.0425605565243308,0.549055406259176,"All"
"966","Stroke","ebi-a-GCST005838","CDHR2",17,0.0255012716180403,0.0425605565243308,0.549055406259176,"Outliers removed"
"967","Stroke","ebi-a-GCST005838","CDHR5",2,-0.156676917381876,0.0824641461882156,0.0574410139160086,"All"
"968","Stroke","ebi-a-GCST005838","CDHR5",2,-0.156676917381876,0.0824641461882156,0.0574410139160086,"Outliers removed"
"969","Stroke","ebi-a-GCST005838","CDON",17,-0.0133341281274491,0.034615950185484,0.700087871169385,"All"
"970","Stroke","ebi-a-GCST005838","CDON",17,-0.0133341281274491,0.034615950185484,0.700087871169385,"Outliers removed"
"971","Stroke","ebi-a-GCST005838","CEACAM21",17,0.0392977885955147,0.0525004113265629,0.454144490757659,"All"
"972","Stroke","ebi-a-GCST005838","CEACAM21",16,-0.0216066996783282,0.0246011860372348,0.37979244816719,"Outliers removed"
"973","Stroke","ebi-a-GCST005838","CES1",2,0.118027134304594,0.102753304713182,0.250702134044071,"All"
"974","Stroke","ebi-a-GCST005838","CES1",2,0.118027134304594,0.102753304713182,0.250702134044071,"Outliers removed"
"975","Stroke","ebi-a-GCST005838","CFC1",17,-0.0319355649949236,0.0441610271028086,0.469580524453471,"All"
"976","Stroke","ebi-a-GCST005838","CFC1",17,-0.0319355649949236,0.0441610271028086,0.469580524453471,"Outliers removed"
"977","Stroke","ebi-a-GCST005838","CHI3L1",17,0.0549640085991396,0.0374365755410495,0.142052599844204,"All"
"978","Stroke","ebi-a-GCST005838","CHI3L1",17,0.0549640085991396,0.0374365755410495,0.142052599844204,"Outliers removed"
"979","Stroke","ebi-a-GCST005838","CLEC14A",2,-0.0787872507520721,0.11669082925341,0.499561756541284,"All"
"980","Stroke","ebi-a-GCST005838","CLEC14A",2,-0.0787872507520721,0.11669082925341,0.499561756541284,"Outliers removed"
"981","Stroke","ebi-a-GCST005838","CLEC4A",17,-0.0453914433024049,0.0778915734402902,0.56006049459156,"All"
"982","Stroke","ebi-a-GCST005838","CLEC4A",15,0.0614262534843486,0.0357745859329478,0.0859725865777979,"Outliers removed"
"983","Stroke","ebi-a-GCST005838","CLEC4C",17,0.0790523274852585,0.0519909542586451,0.128384964898763,"All"
"984","Stroke","ebi-a-GCST005838","CLEC4C",16,0.0416062211243446,0.0382828100768718,0.277119860170739,"Outliers removed"
"985","Stroke","ebi-a-GCST005838","CLEC4D",17,-0.00473344236459379,0.0681828823833444,0.944653130450806,"All"
"986","Stroke","ebi-a-GCST005838","CLEC4D",14,-0.016098734737811,0.0363361487425828,0.657729489184062,"Outliers removed"
"987","Stroke","ebi-a-GCST005838","CLEC4G",17,-0.0583425116143945,0.0374467735595529,0.119230472852048,"All"
"988","Stroke","ebi-a-GCST005838","CLEC4G",17,-0.0583425116143945,0.0374467735595529,0.119230472852048,"Outliers removed"
"989","Stroke","ebi-a-GCST005838","CLEC6A",17,0.108392980941701,0.106241295809852,0.307608575968413,"All"
"990","Stroke","ebi-a-GCST005838","CLEC6A",16,-0.00707018738320734,0.0361191181390954,0.844808664140458,"Outliers removed"
"991","Stroke","ebi-a-GCST005838","CNTN3",17,0.0133594110238635,0.0350842967625731,0.703366236508217,"All"
"992","Stroke","ebi-a-GCST005838","CNTN3",16,0.0471730249410689,0.0334427883597109,0.158374698376439,"Outliers removed"
"993","Stroke","ebi-a-GCST005838","COL18A1",17,0.0540401856261874,0.0397775832330253,0.174286439055835,"All"
"994","Stroke","ebi-a-GCST005838","COL18A1",17,0.0540401856261874,0.0397775832330253,0.174286439055835,"Outliers removed"
"995","Stroke","ebi-a-GCST005838","COL6A3",17,-0.00705620664646025,0.0407471775496957,0.862517458405134,"All"
"996","Stroke","ebi-a-GCST005838","COL6A3",17,-0.00705620664646025,0.0407471775496957,0.862517458405134,"Outliers removed"
"997","Stroke","ebi-a-GCST005838","COLEC12",17,-0.0338736617242647,0.0431722757120631,0.432678699401048,"All"
"998","Stroke","ebi-a-GCST005838","COLEC12",17,-0.0338736617242647,0.0431722757120631,0.432678699401048,"Outliers removed"
"999","Stroke","ebi-a-GCST005838","CPE",17,-0.157524517814604,0.0942133508253524,0.0945247506528273,"All"
"1000","Stroke","ebi-a-GCST005838","CPE",13,-0.0781525483890077,0.0410747708701425,0.0570810310779217,"Outliers removed"
"1001","Stroke","ebi-a-GCST005838","CPM",17,0.0168397591479763,0.0390314610578469,0.666147994012909,"All"
"1002","Stroke","ebi-a-GCST005838","CPM",17,0.0168397591479763,0.0390314610578469,0.666147994012909,"Outliers removed"
"1003","Stroke","ebi-a-GCST005838","CR2",17,0.107612743488535,0.0824701471991596,0.191937438142654,"All"
"1004","Stroke","ebi-a-GCST005838","CR2",15,0.0436145459452996,0.0374050006981956,0.243611039232128,"Outliers removed"
"1005","Stroke","ebi-a-GCST005838","CRHBP",17,0.0213038688193229,0.0474528566037015,0.65346911169027,"All"
"1006","Stroke","ebi-a-GCST005838","CRHBP",16,-0.00578508786152075,0.0419077445248182,0.890206111571721,"Outliers removed"
"1007","Stroke","ebi-a-GCST005838","CRIP2",17,-0.00731618720116684,0.0367447145774057,0.842177825507677,"All"
"1008","Stroke","ebi-a-GCST005838","CRIP2",17,-0.00731618720116684,0.0367447145774057,0.842177825507677,"Outliers removed"
"1009","Stroke","ebi-a-GCST005838","CRLF1",17,0.0723047186827872,0.0822866661397805,0.379567747513208,"All"
"1010","Stroke","ebi-a-GCST005838","CRLF1",16,-0.0184099936935652,0.040851510712279,0.652237229387532,"Outliers removed"
"1011","Stroke","ebi-a-GCST005838","CST3",17,0.054170627446,0.070658016834643,0.443284093657962,"All"
"1012","Stroke","ebi-a-GCST005838","CST3",15,0.00107122249928057,0.0414718938110004,0.97939286631647,"Outliers removed"
"1013","Stroke","ebi-a-GCST005838","CST7",17,0.0793198419968074,0.087243274214792,0.363255107737442,"All"
"1014","Stroke","ebi-a-GCST005838","CST7",16,-0.0186072101226823,0.0400402417267771,0.642137189450222,"Outliers removed"
"1015","Stroke","ebi-a-GCST005838","CTSB",17,-0.0150592883487544,0.0421033051159082,0.720586745179881,"All"
"1016","Stroke","ebi-a-GCST005838","CTSB",16,-0.0486188757473313,0.0349054773288698,0.163658381935183,"Outliers removed"
"1017","Stroke","ebi-a-GCST005838","CTSD",17,0.0528644399421517,0.0627563735888737,0.399577727746059,"All"
"1018","Stroke","ebi-a-GCST005838","CTSD",16,-0.00717157683125804,0.0427867434790359,0.866888434820534,"Outliers removed"
"1019","Stroke","ebi-a-GCST005838","CTSO",17,0.0598460519270575,0.0642499920764545,0.351617643769245,"All"
"1020","Stroke","ebi-a-GCST005838","CTSO",16,0.00586985621786248,0.0508902505971176,0.90817291339485,"Outliers removed"
"1021","Stroke","ebi-a-GCST005838","CXCL10",17,0.131471533746576,0.123514474667572,0.287137536747109,"All"
"1022","Stroke","ebi-a-GCST005838","CXCL10",16,-0.0148359797497698,0.0395643151526534,0.707672467624891,"Outliers removed"
"1023","Stroke","ebi-a-GCST005838","CXCL11",17,0.178800003668969,0.147842402228443,0.226510760800233,"All"
"1024","Stroke","ebi-a-GCST005838","CXCL11",14,0.0519618540531496,0.0432065914507811,0.229116746619402,"Outliers removed"
"1025","Stroke","ebi-a-GCST005838","CXCL8",4,0.352920220082531,NA,NA,"All"
"1026","Stroke","ebi-a-GCST005838","CXCL8",4,0.352920220082531,NA,NA,"Outliers removed"
"1027","Stroke","ebi-a-GCST005838","CXCL9",17,0.158765747998029,0.126755144492616,0.210373566547068,"All"
"1028","Stroke","ebi-a-GCST005838","CXCL9",16,0.00622688891775897,0.0343454436462289,0.856130735229278,"Outliers removed"
"1029","Stroke","ebi-a-GCST005838","DCXR",2,0.330740646094424,0.241495755801216,0.170827243698608,"All"
"1030","Stroke","ebi-a-GCST005838","DCXR",2,0.330740646094424,0.241495755801216,0.170827243698608,"Outliers removed"
"1031","Stroke","ebi-a-GCST005838","DDAH1",2,0.170695156652356,0.170224942574929,0.315975557833152,"All"
"1032","Stroke","ebi-a-GCST005838","DDAH1",2,0.170695156652356,0.170224942574929,0.315975557833152,"Outliers removed"
"1033","Stroke","ebi-a-GCST005838","DEFB4A_DEFB4B",2,0.148718684803294,0.121533211585293,0.221070096693474,"All"
"1034","Stroke","ebi-a-GCST005838","DEFB4A_DEFB4B",2,0.148718684803294,0.121533211585293,0.221070096693474,"Outliers removed"
"1035","Stroke","ebi-a-GCST005838","DKKL1",17,-0.00314548274241009,0.0220759931576729,0.886697468519731,"All"
"1036","Stroke","ebi-a-GCST005838","DKKL1",17,-0.00314548274241009,0.0220759931576729,0.886697468519731,"Outliers removed"
"1037","Stroke","ebi-a-GCST005838","DLK1",17,0.00137229012522084,0.0379428690523764,0.971148980812454,"All"
"1038","Stroke","ebi-a-GCST005838","DLK1",17,0.00137229012522084,0.0379428690523764,0.971148980812454,"Outliers removed"
"1039","Stroke","ebi-a-GCST005838","DLL1",17,0.0429799499061009,0.0710126553385297,0.545017199111685,"All"
"1040","Stroke","ebi-a-GCST005838","DLL1",16,-0.0299513279452328,0.0434132570534071,0.490249515310661,"Outliers removed"
"1041","Stroke","ebi-a-GCST005838","DPT",17,0.0531806947859121,0.0314508745903164,0.0908534074113845,"All"
"1042","Stroke","ebi-a-GCST005838","DPT",17,0.0531806947859121,0.0314508745903164,0.0908534074113845,"Outliers removed"
