"","id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","fdr"
"2756","ieu-a-1228","ADAMTS15","ADAMTS15","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0388276117269259,0.0241064128713686,0.107250440135997,0.369304831934279
"2757","ieu-a-1228","ADM","ADM","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0132647209290784,0.0291591115492299,0.649175234504989,0.835270151637377
"2758","ieu-a-1228","ANGPT1","ANGPT1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0503723564183324,0.0294609504563425,0.087302716552202,0.332793451079847
"2759","ieu-a-1228","ANGPTL3","ANGPTL3","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0150176244949149,0.0211729713955536,0.478148998136276,0.73020872672921
"2760","ieu-a-1228","APEX1","APEX1","High grade and low grade serous ovarian cancer","Inverse variance weighted",5,0.0384462482728701,0.028355517786006,0.175142191020958,0.468328538573451
"2761","ieu-a-1228","APLP1","APLP1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.070841029362181,0.0232658565890017,0.00232796852330832,0.0256304769772083
"2762","ieu-a-1228","APP","APP","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0354672567542069,0.0372211119980368,0.34065082617257,0.628988618533042
"2763","ieu-a-1228","ARSA","ARSA","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0569768911050284,0.0309918884669721,0.0659968179339693,0.281824291356284
"2764","ieu-a-1228","ARSB","ARSB","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0439676027007018,0.0302040005841104,0.145478874944969,0.431985144892898
"2765","ieu-a-1228","ASGR1","ASGR1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.039811883770964,0.027843721888764,0.152764838072085,0.440788574396072
"2766","ieu-a-1228","ATF2","ATF2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.00579344026079044,0.0241366254647624,0.810309374825687,0.912766533962617
"2767","ieu-a-1228","ATOX1","ATOX1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.019703538964859,0.0241651166977843,0.41485989375066,0.687352700917662
"2768","ieu-a-1228","BLMH","BLMH","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.023307162002439,0.021201533667107,0.27163073256171,0.570587199859119
"2769","ieu-a-1228","BOC","BOC","High grade and low grade serous ovarian cancer","Inverse variance weighted",5,0.00522120428683705,0.0242210713509666,0.829327193016351,0.920654841594862
"2770","ieu-a-1228","BTC","BTC","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0285027544416507,0.0240501816879997,0.235963378265324,0.535373528726501
"2771","ieu-a-1228","BTN2A1","BTN2A1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0184934684975594,0.0284323954643651,0.515410290731337,0.755621092025185
"2772","ieu-a-1228","BTN3A2","BTN3A2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0175159432504373,0.0308424020528647,0.570090914001716,0.789605446995469
"2773","ieu-a-1228","C2","C2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0942265368559332,0.0233075265566197,5.28276106616027e-05,0.00110681729054067
"2774","ieu-a-1228","CA14","CA14","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0391310210700507,0.0219496479524615,0.0746248848896609,0.302516664376116
"2775","ieu-a-1228","CALCA","CALCA","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0174512773121683,0.0286042988921745,0.54180032407431,0.772713365436365
"2776","ieu-a-1228","CANT1","CANT1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.00390687944186018,0.0233727589458273,0.867247891675558,0.939354784383343
"2777","ieu-a-1228","CCDC80","CCDC80","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0046535877877015,0.0213878187103719,0.827755414580444,0.920540911215954
"2778","ieu-a-1228","CCL13","CCL13","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0477706957430035,0.0223429388016956,0.0325113217500255,0.184023257687896
"2779","ieu-a-1228","CCL17","CCL17","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0673115567791152,0.0254045391430239,0.00805900309110861,0.0662537369788797
"2780","ieu-a-1228","CCL21","CCL21","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0377955977206584,0.0229822688432534,0.100061679894517,0.357496425234903
"2781","ieu-a-1228","CCL22","CCL22","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0723389532455894,0.023237949345372,0.0018521716431884,0.0211893098309303
"2782","ieu-a-1228","CCL3","CCL3","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0446803242721365,0.0278245305793769,0.108320285169149,0.371091153889426
"2783","ieu-a-1228","CCL4","CCL4","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0428094620426073,0.021723328018948,0.0487618911798278,0.23582947370778
"2785","ieu-a-1228","CCL7","CCL7","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0795569945436179,0.0316851517181826,0.0120437294301382,0.0904084769388051
"2787","ieu-a-1228","CCN4","CCN4","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0231129084667822,0.0238181931939668,0.33185271763624,0.625012043937734
"2788","ieu-a-1228","CD160","CD160","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0226281288068096,0.0290659429163896,0.436268381499623,0.702709971922084
"2789","ieu-a-1228","CD164","CD164","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0259733714677456,0.0233843996028033,0.266691631626285,0.565938590922748
"2790","ieu-a-1228","CD1C","CD1C","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0447018964607475,0.0232998635880353,0.0550416174832276,0.253742760400922
"2791","ieu-a-1228","CD209","CD209","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.00834379843188254,0.0185241907090709,0.652402471816158,0.8363354633395
"2792","ieu-a-1228","CD22","CD22","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0732876677162556,0.0220030810094497,0.000865995457412789,0.0113082895194716
"2793","ieu-a-1228","CD300C","CD300C","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.00807319467321008,0.0213405400790493,0.705205366016054,0.861934725768425
"2794","ieu-a-1228","CD300E","CD300E","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.00990569774782071,0.0214986887271426,0.644972073264482,0.832554842646318
"2795","ieu-a-1228","CD46","CD46","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0429694656209907,0.0283173454226171,0.12915925787655,0.409581034056624
"2796","ieu-a-1228","CD55","CD55","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0170324771241277,0.0287303234581218,0.553288417899006,0.778040186952897
"2797","ieu-a-1228","CD6","CD6","High grade and low grade serous ovarian cancer","Inverse variance weighted",5,0.0361274565651175,0.0196158823679216,0.0655124339491312,0.280543179864738
"2798","ieu-a-1228","CD63","CD63","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0700697708147343,0.0344730090781722,0.0420931493156763,0.217436093291189
"2799","ieu-a-1228","CD74","CD74","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.00801406312516005,0.0280510668523562,0.775111363739078,0.898434875513402
"2800","ieu-a-1228","CD83","CD83","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0311899480241734,0.0227503581336616,0.170385821893133,0.462720300304826
"2801","ieu-a-1228","CD84","CD84","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0413768072673849,0.0233581469668705,0.0764928872948825,0.308765893149746
"2802","ieu-a-1228","CD93","CD93","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.00856846043807975,0.0237983168728163,0.718813625182333,0.870607960612338
"2803","ieu-a-1228","CD99","CD99","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.00178246573659671,0.0201383798764258,0.929470636817741,0.967322049883265
"2804","ieu-a-1228","CD99L2","CD99L2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0167859860565868,0.028896930820654,0.56131347492065,0.782660829818586
"2805","ieu-a-1228","CDSN","CDSN","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.016522547517594,0.0197578802500116,0.403013701346238,0.67520103756617
"2806","ieu-a-1228","CLEC1B","CLEC1B","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0516228062906034,0.0293022318577267,0.0781138573304268,0.312845441448179
"2807","ieu-a-1228","CLEC4C","CLEC4C","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.00866968962864905,0.0191233460593294,0.650292190351104,0.835785368777138
"2808","ieu-a-1228","CLEC4D","CLEC4D","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.00933749668698474,0.021377585361389,0.662264290510701,0.840744741401218
"2809","ieu-a-1228","CLMP","CLMP","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.00231574362568549,0.0287361736165016,0.935770914242022,0.970691609730086
"2810","ieu-a-1228","CLTA","CLTA","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.032731391534006,0.0237720364414521,0.168547400454329,0.459414394927698
"2811","ieu-a-1228","CPE","CPE","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0463871067484052,0.0233711624463647,0.0471666154727386,0.231117472786768
"2812","ieu-a-1228","CPVL","CPVL","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.035556942936699,0.0187959033312291,0.0585257674203871,0.262713794582863
"2813","ieu-a-1228","CPXM1","CPXM1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0432742480629686,0.0287926355140921,0.132848744798828,0.414872865720828
"2814","ieu-a-1228","CR2","CR2","High grade and low grade serous ovarian cancer","Inverse variance weighted",5,0.0331616106811423,0.0233163020790559,0.154953687717462,0.442555929060809
"2816","ieu-a-1228","CRELD2","CRELD2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0422453188443028,0.0222068401596109,0.057124610200275,0.259510263976169
"2817","ieu-a-1228","CRH","CRH","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0422725319710598,0.0227096333156634,0.0626826122477496,0.275616967714263
"2818","ieu-a-1228","CRIP2","CRIP2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0296253252681184,0.0222653988557174,0.183335662628979,0.477250693399035
"2819","ieu-a-1228","CSF1","CSF1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0277207560826592,0.0241392772010217,0.250816975531408,0.550437609243041
"2820","ieu-a-1228","CST7","CST7","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0449626859395006,0.0182176063609932,0.0135836290181223,0.0987391526172009
"2821","ieu-a-1228","CTF1","CTF1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.032638231815245,0.0310093934520974,0.292557712040298,0.589570376730603
"2824","ieu-a-1228","CTSO","CTSO","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0305260313601207,0.0226714845298665,0.178157278533206,0.471787537660227
"2825","ieu-a-1228","CTSZ","CTSZ","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0270928079931333,0.0279427419499792,0.33225438244144,0.625012043937734
"2827","ieu-a-1228","CXCL6","CXCL6","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0495919042575801,0.0316377036640513,0.11699931489874,0.39011351137555
"2828","ieu-a-1228","CXCL8","CXCL8","High grade and low grade serous ovarian cancer","Inverse variance weighted",24,0.0156303238364912,0.0126451383867042,0.216431145031351,0.516420644065538
"2829","ieu-a-1228","DKK1","DKK1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0362399176514922,0.0284338792828376,0.202474582819762,0.500741440980505
"2830","ieu-a-1228","DLL1","DLL1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.00584737446701464,0.0266609498285447,0.82639800932257,0.920254681802409
"2832","ieu-a-1228","EFNA1","EFNA1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.00355264866442856,0.0280364609384311,0.899165732824829,0.952858546604799
"2833","ieu-a-1228","EFNA4","EFNA4","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0104204884315164,0.0324791498085719,0.748334491463645,0.884317431558084
"2834","ieu-a-1228","EGF","EGF","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0441294531523963,0.0287688111913402,0.125045928746168,0.403292871860846
"2835","ieu-a-1228","EGFL7","EGFL7","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0368556842946226,0.0227278861342853,0.104887663870366,0.36503632993831
"2836","ieu-a-1228","EGLN1","EGLN1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0534664092172981,0.0326174389657866,0.101172231305979,0.358637675999415
"2837","ieu-a-1228","ENAH","ENAH","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0333630251202411,0.0237413782400005,0.159941274590505,0.449409844258238
"2838","ieu-a-1228","ENPP2","ENPP2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0160004925568293,0.01847581594182,0.386477222243201,0.663629847980298
"2839","ieu-a-1228","EPCAM","EPCAM","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.00191008182833241,0.0226744510372334,0.93286610413384,0.969110670621927
"2840","ieu-a-1228","EPHA2","EPHA2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0224279590264611,0.0226114098474048,0.321252747438611,0.616572851375614
"2841","ieu-a-1228","EREG","EREG","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0668647450889098,0.0334348405332401,0.0455162075970869,0.226436030302087
"2842","ieu-a-1228","ESAM","ESAM","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.00635442537187953,0.0229230184226205,0.781621024140974,0.90062928945198
"2843","ieu-a-1228","EZR","EZR","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0644910136082415,0.0265361870449323,0.0150861442546454,0.107226202518777
"2844","ieu-a-1228","F11R","F11R","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0564339648814651,0.0298825259707621,0.0589552019051523,0.263771680236996
"2845","ieu-a-1228","F2R","F2R","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0410881399068252,0.0235325221019724,0.0808083208126953,0.319391817578517
"2846","ieu-a-1228","F9","F9","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0600024496887869,0.0316466732313912,0.0579585518500021,0.261605521412992
"2847","ieu-a-1228","FASLG","FASLG","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0278582610125935,0.0256344513830079,0.277146948631266,0.575723313564395
"2848","ieu-a-1228","FCER2","FCER2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0301971156337671,0.022506399871853,0.179689267101278,0.472157848703361
"2849","ieu-a-1228","FCRL1","FCRL1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.039171491977548,0.0281156145281134,0.163550526407466,0.454283099378888
"2850","ieu-a-1228","FGFR2","FGFR2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0169787648887256,0.0220287761867645,0.440852824184566,0.706043527608768
"2851","ieu-a-1228","FHIT","FHIT","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0115493085126747,0.0343108179727361,0.736412145692546,0.878655800693508
"2852","ieu-a-1228","FLRT2","FLRT2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.00241843587543389,0.0214009787988053,0.910025914502022,0.958685836759634
"2853","ieu-a-1228","FSTL3","FSTL3","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.00875959515432817,0.0268278751532397,0.744037801693048,0.882650358669663
"2854","ieu-a-1228","FURIN","FURIN","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0614866216615783,0.0270796443725787,0.023172140679759,0.147245502843474
"2855","ieu-a-1228","FUT8","FUT8","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0581452966501154,0.028687677586316,0.042678905876583,0.219070326178753
"2856","ieu-a-1228","GALNT10","GALNT10","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0145548038950418,0.0339528832733962,0.668158649198221,0.843468418657254
"2857","ieu-a-1228","GCNT1","GCNT1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0333679503163354,0.0216668404590494,0.123548923584337,0.400998384928354
"2858","ieu-a-1228","GFRA2","GFRA2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0442667930123757,0.0227606567379125,0.0517891744285694,0.244777958262978
"2859","ieu-a-1228","GGH","GGH","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0962015050587628,0.0223219401068667,1.63454973223849e-05,0.000404317037291591
"2860","ieu-a-1228","GHRHR","GHRHR","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.017086745793439,0.0241767050212499,0.479725463088878,0.731966196144534
"2861","ieu-a-1228","GLO1","GLO1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0293989712903519,0.0244961934073117,0.230083233438996,0.529629172560407
"2862","ieu-a-1228","GLRX","GLRX","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0158918858319422,0.020656749912567,0.441696615571304,0.706790110126211
"2863","ieu-a-1228","GNLY","GNLY","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0293387377269901,0.0210687642032652,0.163764096261863,0.454283099378888
"2864","ieu-a-1228","GOLM2","GOLM2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.035398473040963,0.0239664945438001,0.139676077955569,0.423795224518547
"2865","ieu-a-1228","GP1BA","GP1BA","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0771284307462894,0.0232568856736758,0.000911951051180494,0.0118807544138712
"2866","ieu-a-1228","GP2","GP2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0304486990220957,0.0221892622051754,0.169992862413518,0.46201429802577
"2867","ieu-a-1228","GRN","GRN","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.028052579366078,0.0215642724802507,0.193298761677054,0.48715105332884
"2868","ieu-a-1228","GUSB","GUSB","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0587652344569774,0.0328038965874713,0.0732274956951602,0.298817142680469
"2869","ieu-a-1228","GYS1","GYS1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0338008449137185,0.0286648706459097,0.238329247799111,0.537653164480518
"2870","ieu-a-1228","GZMA","GZMA","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0544377338928084,0.0263184125923388,0.0385998217665445,0.205325606904732
"2871","ieu-a-1228","HBEGF","HBEGF","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0255110577746094,0.0291383557395549,0.381293934192,0.659977016180049
"2872","ieu-a-1228","HNRNPK","HNRNPK","High grade and low grade serous ovarian cancer","Inverse variance weighted",5,0.0400822832468562,0.0270825137293191,0.138871641189483,0.422677026118047
"2873","ieu-a-1228","HYOU1","HYOU1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.00300264969601348,0.0230399726214143,0.896310494350288,0.952190172441162
"2874","ieu-a-1228","ICAM1","ICAM1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0567773458435564,0.021868780714365,0.00942408915126502,0.0748461960174725
"2875","ieu-a-1228","ICAM2","ICAM2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.00682085417893447,0.0189104857745602,0.718329972885045,0.870585538042204
"2876","ieu-a-1228","ICOSLG","ICOSLG","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.000641695365389641,0.0238790029976615,0.978561198368916,0.989727272333225
"2877","ieu-a-1228","IFNGR1","IFNGR1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0168876546151383,0.022842021125967,0.459710274219903,0.718417252920889
"2878","ieu-a-1228","IGF1R","IGF1R","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.00528084588203225,0.021933044647959,0.809732437897888,0.912614941548904
"2879","ieu-a-1228","IGF2R","IGF2R","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0279976971366025,0.0216762417196689,0.196485101112286,0.491888557843721
"2880","ieu-a-1228","IGSF8","IGSF8","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0234029055361561,0.0254226283382176,0.357283259394783,0.644513051480811
"2881","ieu-a-1228","IL10RB","IL10RB","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0101972616561474,0.0212140353834824,0.630740626188688,0.826683850277204
"2882","ieu-a-1228","IL12A_IL12B","IL12A_IL12B","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0495239563205129,0.025994832624974,0.0567610707006405,0.258486141106323
"2883","ieu-a-1228","IL12B","IL12B","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0518780484862895,0.0244208368144533,0.0336421064279818,0.188147836248125
"2884","ieu-a-1228","IL16","IL16","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0390297137521006,0.0214508606120992,0.0688360861926012,0.287585285693047
"2885","ieu-a-1228","IL17RA","IL17RA","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0197571290083599,0.0169412599978252,0.24352806669011,0.544068705896702
"2886","ieu-a-1228","IL18BP","IL18BP","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.00566787908580875,0.0288495443841284,0.844247490319499,0.926959806122336
"2887","ieu-a-1228","IL2RA","IL2RA","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.000621720947242887,0.0228756511566048,0.978317536045713,0.989727272333225
"2888","ieu-a-1228","IL6","IL6","High grade and low grade serous ovarian cancer","Inverse variance weighted",24,0.0515709702532706,0.0115439840679084,7.91960093384149e-06,0.000214823957698164
"2889","ieu-a-1228","INHBC","INHBC","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0541066251758266,0.0320608197688985,0.0914833316619435,0.341776366152156
"2890","ieu-a-1228","ISLR2","ISLR2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0377987038435385,0.0216759877262432,0.081193033415534,0.319666232166665
"2891","ieu-a-1228","ITGB7","ITGB7","High grade and low grade serous ovarian cancer","Inverse variance weighted",5,-0.0151142951056818,0.0226785440273511,0.505118456728411,0.748733934555859
"2892","ieu-a-1228","ITIH3","ITIH3","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0247334355180617,0.022259229611323,0.266501999872614,0.565749992168139
"2893","ieu-a-1228","KDR","KDR","High grade and low grade serous ovarian cancer","Inverse variance weighted",5,0.0219240912202272,0.0306629377578177,0.474607215036353,0.727523754416904
"2894","ieu-a-1228","KLK14","KLK14","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.00713288260555953,0.0216734642452044,0.742075029396014,0.882650358669663
"2895","ieu-a-1228","KLRB1","KLRB1","High grade and low grade serous ovarian cancer","Inverse variance weighted",5,-0.0175065823231425,0.0312989171588632,0.57593305865913,0.793975969646701
"2896","ieu-a-1228","LAIR2","LAIR2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0388552891624157,0.0187326952752344,0.0380610741472232,0.203536125082531
"2897","ieu-a-1228","LAMA4","LAMA4","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0639126674657789,0.0231048344776967,0.00567131808521872,0.0507095388806603
"2898","ieu-a-1228","LAYN","LAYN","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0375121054573356,0.0215796804981732,0.082156767964381,0.32191922688067
"2899","ieu-a-1228","LBP","LBP","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0231505626519326,0.0209778329621506,0.26977856199103,0.569476175029938
"2900","ieu-a-1228","LGALS4","LGALS4","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0368011158820889,0.0296445678832134,0.214453668382835,0.515985609894308
"2901","ieu-a-1228","LTA","LTA","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.000402233249044536,0.0193286235317556,0.983397031048682,0.992054317164633
"2902","ieu-a-1228","LTBR","LTBR","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.00652188357942829,0.026701256870279,0.807034258579615,0.911642328910135
"2903","ieu-a-1228","MICB_MICA","MICB_MICA","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0158450296956999,0.0116060663769232,0.172178614575859,0.46479077886122
"2904","ieu-a-1228","MIF","MIF","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0339432954783759,0.0328276130858807,0.301142663559149,0.597708043790958
"2905","ieu-a-1228","MYO9B","MYO9B","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0189800736743851,0.0273282053033317,0.487354131980105,0.737447657536837
"2906","ieu-a-1228","MZB1","MZB1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0201265969398669,0.0230730068739367,0.383044429321408,0.660477771261306
"2907","ieu-a-1228","NCR1","NCR1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0319443474920411,0.0248039355335516,0.197789773805977,0.494034510640818
"2908","ieu-a-1228","NECTIN2","NECTIN2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,-0.0121622941200151,0.0262393291615306,0.642996044911781,0.831250521640551
"2909","ieu-a-1228","NFKBIE","NFKBIE","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0522902526527707,0.0286083303402231,0.0675798542294775,0.283815169408015
"2910","ieu-a-1228","NID1","NID1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0605792604267977,0.0331838007035347,0.0679154698261483,0.28479862813579
"2911","ieu-a-1228","NID2","NID2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0316128840899591,0.0331206140782774,0.33984194483391,0.628988618533042
"2912","ieu-a-1228","NOMO1","NOMO1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0402502651864247,0.0274895692284931,0.14313893342476,0.428653392629347
"2913","ieu-a-1228","NOTCH1","NOTCH1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0167333788606104,0.0227144207865338,0.461313775903492,0.718583813351933
"2915","ieu-a-1228","NUCB2","NUCB2","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0281697167796441,0.0260255757978883,0.279081082423637,0.578457097751466
"2916","ieu-a-1228","NUDT5","NUDT5","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0385189088728164,0.0323273960559719,0.233447447722686,0.532528577784641
"2918","ieu-a-1228","OGFR","OGFR","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.000583191046703305,0.0347010002955421,0.986591244505193,0.994058312195238
"2919","ieu-a-1228","OSCAR","OSCAR","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.00612817496109941,0.0276132122203426,0.824369087391991,0.919513791359958
"2920","ieu-a-1228","OSM","OSM","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0119914902583256,0.0231772598785091,0.604889727541969,0.81022323953916
"2921","ieu-a-1228","P4HB","P4HB","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0745136155549862,0.0275533216843898,0.0068439730419495,0.057844872633875
"2922","ieu-a-1228","PAG1","PAG1","High grade and low grade serous ovarian cancer","Inverse variance weighted",6,0.0581361672647847,0.0324110508913037,0.072858772787341,0.298179306997755
"2923","ieu-a-1228","PARP1","PARP1","High grade and low grade serous ovarian cancer","Inverse variance weighted",5,0.0592814705031608,0.0238737219879533,0.0130234848286192,0.0962122829133832
"2924","ieu-a-1228","PCDH1","PCDH1","High grade and low grade serous ovarian cancer","Inverse variance weighted",5,-0.00660393598499898,0.0240255944134308,0.783415449501557,0.901356692744503
